user_id,event_date,registration_channel,kyc_level,inviter_risk_score,kyc_country_risk,age_risk_score,occupation_risk_score,nationality_risk_score,address_risk_score,kyc_duration_minutes,minutes_kyc_to_first_fiat_deposit,minutes_deposit_to_first_chain_out,fiat_deposit_amount_24h,fiat_deposit_count_24h,fiat_withdraw_amount_24h,fiat_withdraw_count_24h,chain_in_amount_24h,chain_out_amount_24h,chain_withdraw_count_24h,spot_trade_amount_24h,spot_trade_count_24h,trade_pair_count_30d,convert_amount_24h,convert_count_24h,minutes_fiat_in_to_convert,minutes_convert_to_chain_out,fiat_in_crypto_out_ratio,fund_stay_minutes_median,unique_deposit_bankcards_30d,unique_withdraw_bankcards_30d,bank_fraud_ratio_max,new_bankcard_flag,bank_name_mismatch_flag,single_fiat_deposit_over_10000_cnt_30d,small_fiat_deposit_count_24h,amount_roundness_score,new_device_flag,device_user_count_24h,device_user_count_30d,login_ip_count_24h,ip_user_count_24h,proxy_flag,emulator_flag,geo_velocity_kmh,failed_login_count_1h,failed_login_count_24h,recent_password_change_flag,phone_change_7d_flag,email_change_7d_flag,new_withdraw_address_flag,address_similarity_cluster_size,api_permission_risk,high_risk_chain_exposure,sanctioned_address_flag,mixer_exposure,gambling_exposure,source_hop_distance,internal_transfer_amount_24h,internal_transfer_count_24h,fan_in_degree_24h,fan_out_degree_24h,counterparty_fraud_ratio,wash_trade_similarity,cancel_ratio_1h,campaign_task_similarity,inviter_cluster_size,reward_address_cluster_size,campaign_history_abuse_count,email_similarity_cluster_size,kyc_document_similarity_count,kyc_device_user_count,declared_monthly_income_usdt,expected_monthly_volume_usdt,observed_to_expected_volume_ratio,document_ocr_confidence,face_match_score,liveness_score,identity_field_mismatch_flag,pep_flag,sanctions_screening_hit,source_of_funds_risk,behavior_event_count_30d,behavior_event_diversity_30d,behavior_success_ratio_30d,api_activity_ratio_30d,night_activity_ratio_30d,strategy_avoidance_ratio_30d,chain_out_5min_count_30d,register_ip_country_risk,risk_score_t1,risk_level_change_30d,strategy_hit_count_30d,rfi_count_180d,restriction_count_180d,fraud_label,estimated_loss_amount,latent_rapid_cashout,latent_ato,latent_campaign,latent_aml,latent_graph_ring
U0005116,2026-01-01,iOS,L2,0.14451869704313072,0.20014557004725503,0.036707287262623234,0.5693342565266614,0.20014557004725503,0.11033152536843481,34.69775769647457,680.5886904192745,343.8823030579984,702.735236527258,0,132.3795090028449,1,1089.2836972378952,134.74283264493036,1,679.6186082351422,1,4,319.3603015389149,1,2319.770621298008,1540.1340653616971,0.1917405384576925,484.2683940199605,1,1,0.18478685625239585,0,0,0,0,0.3959275215047334,0,1,3,1,3,0,0,54.47977337975888,0,0,0,0,0,1,1,0.00023432621270898875,0.004087008904411259,0,0.009506447555917778,0.03996119923422822,4,880.360685592531,1,1,0,0.0004871614038292075,0.00731953290093863,0.44459021058141085,0.041750643113002556,1,2,0,1,0,1,1499.9292324861592,2820.1442504735896,0.3439035354351694,1.0,0.9583231489657213,0.9587337323774326,0,0,0,0.044766363837720057,17,4,0.9037621828466957,0.12555945305681493,0.07132422104424588,0.05319682312729174,0,0.026995114249360304,0.31944517395218924,0,0,1,0,0,189.16625356250543,0,0,0,0,0
U0003499,2026-01-01,Android,L2,0.01012277653776319,0.0135222767009503,0.4952234243374194,0.6411101413279294,0.0135222767009503,0.1029921129240548,35.567573287556776,2258.201814169046,870.7753927838146,2762.4059121022433,1,741.4475385374365,0,191.5656918041532,829.634900592099,0,3291.110964845933,6,3,969.9577483398374,0,1139.617596457777,256.9030529573384,0.30033055495480426,1235.849377951804,1,1,0.14180754181839458,1,0,0,1,0.043500008752015616,0,1,2,1,1,0,0,17.258515325242115,0,1,0,0,0,0,1,0.23369330588706616,0.10712149065721388,0,0.010143467202621593,0.016565222516228616,5,1019.3746768257462,0,2,0,0.025584660245593374,0.10645888550300356,0.3998266748247772,0.21669707309495848,1,1,0,2,0,1,2590.2396337358664,9431.950051885005,0.45944776291152184,1.0,0.9555733739198757,0.9774610625619485,0,0,0,0.25263392069285623,15,4,0.9367956771269701,0.03829006065977703,0.32674194986639016,0.043125363472959116,0,0.2634402570643098,0.34338607750054095,0,0,0,0,0,94.38493461243493,0,0,0,0,0
U0002262,2026-01-01,iOS,L2,0.09756610599795758,0.12402391138344177,0.19969486988062596,0.36417517575041936,0.12402391138344177,0.21917550299467184,47.21937731771057,2942.3637307982276,245.41008276944947,1595.2568700601146,3,282.77471226740073,1,2203.0123892561596,656.323012011005,1,1119.2840543755933,3,3,553.3520316254734,1,793.3978555615646,1155.7438000116988,0.41142152359843626,354.69993306422356,1,1,0.006354912832645689,0,0,0,2,0.038480516815643066,1,1,3,3,1,0,0,18.969420692379654,0,2,0,0,0,1,1,0.4220263618586024,0.013412253356389387,0,0.017794967308464946,0.0003744287297016652,8,428.78520064386555,0,0,1,0.009448169097797018,0.016511067015825057,0.5172371688952077,0.23385825426191476,1,1,0,1,0,1,1055.996020335543,2873.190827569721,0.8820697080124664,0.9395101924820414,0.8831161669755433,0.959683249427272,0,0,0,0.12302121212484485,22,6,0.9417465845107236,0.06696085026738796,0.414808292191467,0.02114826385399982,0,0.08248007901281844,0.3046030063185404,0,0,1,0,0,45.62017582845845,0,0,0,0,0
U0005768,2026-01-01,H5,L1,0.3194167471543019,0.12860905023623945,0.23495628398409527,0.08363268901945854,0.12860905023623945,0.13719978189406057,7.002781725473381,108.62242132599098,1323.6104106350965,36564.84798655109,0,959.3419671910648,1,180.77856636816452,6839.743509290293,2,34752.956779897635,4,5,6161.01258257236,1,1911.182614433677,169.81248070975423,0.18705789538099593,1985.1357963468515,1,1,0.14178755566819207,0,0,0,0,0.25743805820499344,0,1,3,1,1,0,0,59.41408412203377,0,1,0,0,0,0,1,0.11086715117024967,0.07460141075415115,0,0.005540011979588588,0.016680882926247982,3,859.807301651243,1,4,4,0.2478299535051367,0.2703400032451314,0.19668614366596796,0.05010855344143585,3,1,0,1,0,1,1133.7527475900358,1235.9273761498766,35.89525915449306,0.8881654698259217,0.9328981955984751,0.9662022532601803,0,0,0,0.04417087649603971,27,8,0.7256695982521302,0.10311528625912623,0.2816560572084641,0.06121239956118059,0,0.03384701928437971,0.25968858583457355,0,1,0,0,0,155.28685817829765,0,0,0,0,0
U0005214,2026-01-01,iOS,L2,0.08992713090619982,0.05314941523519515,0.35834059899029197,0.12964243707016998,0.05314941523519515,0.42465067179850063,50.461891264747514,156.11590108707261,499.564620472155,465.0474115169527,0,92.9982403815409,1,593.0203667243804,242.80293059602266,1,655.2082556518877,3,5,263.78349600218877,0,553.7750161038979,55.854464420040806,0.5221036061764459,322.6536277498694,1,1,0.04889115558610019,0,0,0,0,0.10009788878537247,0,1,2,1,1,0,0,246.76442690743232,0,0,0,0,0,0,1,0.027801890467089842,0.10336556057414945,0,0.016011238915707538,0.016960324574406858,5,836.3387695836378,0,0,0,0.15602156432712122,0.030846451938936797,0.23886182533544115,0.018923927193461917,1,1,0,1,0,1,16263.43432387345,51270.304366440134,0.015620125380389307,0.8810906478257331,0.933991146442683,0.9812317508588686,0,0,0,0.17188262163799134,33,4,0.9486153860632194,0.04871397446134638,0.2250699145228934,0.32421820626014086,1,0.08837141485542672,0.3443969636545252,2,2,2,1,1,3903.376858364359,0,0,0,0,0
U0007751,2026-01-01,Android,L2,0.03413125753949477,0.14065556208851893,0.2483919871843367,0.2317615106625608,0.14065556208851893,0.13076219312622367,101.65500045471845,473.49077085624685,139.41451283140856,2378.7639914286033,1,495.58699589573,2,486.0840239468361,775.1904138959633,2,2854.282055315586,5,2,1220.3483867548248,0,268.96283476633107,1009.5134926236321,0.32587949737309196,114.95255690336374,1,1,0.1058852000488601,0,0,0,0,0.18109214841835183,0,1,4,1,3,0,0,7.549598845156137,0,1,0,0,0,1,1,0.36859025501689335,0.03894698898497688,0,0.004080468596873337,0.019082118054961617,6,1735.9947855085547,2,1,2,0.050544553089133665,0.1643757798445642,0.10359278869262417,0.20815730950438632,1,1,0,1,0,1,3605.3806337721517,6974.802545610558,0.5232465546307196,0.926448090339615,0.9676537536047463,0.9876460847612817,0,0,0,0.05156927311244489,26,2,0.9371736781197985,0.0186260512118993,0.0972944588876492,0.1854247990200448,0,0.07930890558822107,0.13366380203704642,0,0,0,0,0,94.74931520661453,0,0,0,0,0
U0005712,2026-01-01,iOS,L2,0.059725389080001336,0.34584038872989137,0.38622018117902257,0.31734693082976206,0.34584038872989137,0.5081973497138892,47.44567794055357,9036.307585759983,1301.7487464000285,7031.900925194158,0,186.60180987671097,2,232.75574518561257,4517.927966045699,3,8012.839156322831,4,4,1226.0928756592893,1,217.198056084228,414.0528918485631,0.6424902759734138,1411.2522025832695,1,1,0.09543382092666508,0,0,2,1,0.42723693550681563,1,1,1,1,2,0,0,18.57077790094532,1,1,0,0,0,0,1,0.04383269564123867,0.7764194103811386,0,0.307865956512988,0.28374234119489006,2,201.77102940668576,2,0,0,0.03540859385268327,0.10036309492764321,0.11608394573853331,0.057633374639323845,4,1,0,1,0,1,3214.5418166891077,11964.633033876391,0.980926925872804,0.8887898368056616,0.9290249567973876,0.9441758808527908,0,0,0,0.6527951912859193,48,10,0.5256630190039887,0.20006629384025992,0.08167078019002608,0.3488605126316921,1,0.05382448354987995,0.519889530817247,2,3,2,1,1,1530.646677291685,0,0,0,1,0
U0007107,2026-01-01,Web,L2,0.026368012146358383,0.11037124413314002,0.19696710829406108,0.0021672490885898286,0.11037124413314002,0.049401876759952806,21.690833852538116,24798.565675333946,131.10343151859848,507.7560352290806,3,65.62502896619117,5,28.875398986281017,473.4290121614222,5,527.4964305097612,7,6,301.53853392626223,2,241.04597948665952,9.08717065905044,0.9323946527741982,68.62017352760404,3,2,0.5597055565435685,0,0,2,2,0.23646662199316587,1,3,5,2,1,0,0,43.49660382606312,0,0,0,0,0,0,1,0.10439395205150917,0.004415527625974827,0,0.05012180751798087,0.0541036463751296,2,251.47760415612703,0,2,1,0.03909122878783734,0.13356176971270364,0.2102102314205145,0.02953539421900556,1,1,0,1,1,1,3815.4843062814875,15523.792276314809,0.0674326258509558,0.9163559726609933,0.8961774515048841,0.9213478502818404,0,0,0,0.18760182830677422,60,5,1.0,0.013694288132047344,0.3977462046323517,0.5045346920565696,4,0.061218796677183406,0.29880633269508505,0,0,0,0,0,47.092451948905996,1,0,0,0,0
U0005266,2026-01-01,Android,L1,0.0946544958767546,0.14827081013737117,0.19405082860980233,0.2627091810028688,0.14827081013737117,0.19762892712699298,170.2944220416443,2085.611273079947,2628.2527768276072,285.4905073052411,3,19.91528540753756,0,1491.2193308626793,18.23377355370972,0,242.0921621441377,6,7,107.70578215196849,0,524.2676626677361,2067.7407555998775,0.06386823059659393,2411.9624047474053,3,1,0.009885754738139595,0,0,0,0,0.3142882890049979,0,1,2,2,1,0,0,116.16941187507504,1,3,0,0,0,0,1,0.10594477897168515,0.03808276598102124,0,0.018027616599726185,0.01296414181058589,3,1733.0886226749165,0,1,0,0.0673161071060026,0.018759379901031464,0.219863763974565,0.07516237633440806,1,1,0,1,0,1,1357.4719201040484,3569.381225176459,0.09067105636789713,0.9147043195406798,0.9987681639081207,0.9001576436126989,0,0,0,0.25850798154300125,18,3,0.9499425169473645,0.07995583600424766,0.05665354962889367,0.028235624612643763,0,0.10786985728303292,0.1433340641652937,1,1,0,0,0,147.9942199587173,0,0,0,0,0
U0002462,2026-01-01,H5,L2,0.16783479429430714,0.10889555230923308,0.40442748842933884,0.2544476230411872,0.10889555230923308,0.3643806047473821,20.570671387976397,1301.139009677171,2446.14581109323,1024.8878351923638,1,222.67324269832127,0,427.45432111369166,402.60599681126905,1,1124.0728860614136,5,8,313.16371424215,0,245.79265212897454,241.22791225996292,0.3928293253043665,3243.0576526163413,1,1,0.010587576458188428,0,0,0,0,0.08977506101352638,0,1,1,2,3,0,0,26.44755545293005,1,3,0,0,0,0,1,0.2105273871027782,0.026876615477477668,0,0.056427703372284886,0.010263514136612917,3,49.01684260794204,0,0,1,0.002235785116834506,0.014193999347913216,0.12820682413790743,0.030210485030267607,3,1,0,1,0,1,1011.6027494331405,3626.4192104576327,0.4550403521863411,0.9270300315842799,1.0,0.9901602112509579,0,0,0,0.006735144047024236,18,2,0.9535718129299017,0.21089533838692173,0.2104512966084026,0.1024854187540083,0,0.1172711933638869,0.23472548277610053,1,0,0,0,0,295.1660227512082,0,0,0,0,0
U0006878,2026-01-01,Web,L2,0.025345932926990018,0.6239203715544063,0.21725397699697827,0.6596539180843539,0.6239203715544063,0.3912892409839708,6.022203560033308,5373.46497454271,5576.055061362468,227.68186551744262,3,26.897436149105534,1,3249.8666549164095,94.56533712334348,1,217.9743566476955,7,1,65.1306566486995,0,2971.510808845705,687.6075430683976,0.4153397852236891,3914.512525510163,1,1,0.08010325124065602,0,0,0,0,0.7447413788459217,0,1,3,2,1,0,0,31.255333267331444,0,1,0,0,0,0,1,0.019557205736551814,0.4625687248975219,0,0.3084036399269888,0.2710358907989745,4,451.9744465634203,2,0,0,0.007776653479847358,0.028330025380573443,0.06839280236944413,0.06325131329000128,2,1,0,1,0,1,636.1112428567028,2417.3663162513953,0.14443182915335293,0.9251795933582921,0.9028537217311214,0.9813133259627841,0,0,0,0.5251748198821994,40,6,0.8284211949753891,0.19450302049045043,0.22079437008146596,0.34306613504341754,1,0.10696250016345084,0.4430243445218588,2,4,0,0,1,1385.4875790903097,0,0,0,1,0
U0006889,2026-01-01,iOS,L2,0.009773321736764715,0.12033299169663707,0.11962505630245568,0.3034707673840447,0.12033299169663707,0.061267490399230545,57.298487223200105,276.59058795694045,4539.059518100868,1723.1619097886817,1,225.53052438254906,0,2891.2994172237254,486.4419131872541,0,1495.917316046266,4,5,1081.4181702525004,0,401.13605891729844,795.3855496576441,0.2822961153121754,5386.553029620739,2,1,0.05784084669646131,0,0,0,0,0.3690349911868388,0,1,4,3,3,0,0,27.620541234419736,1,2,0,0,0,0,1,0.28144345646600194,0.009016742106164538,0,0.03406120795991581,0.009510321628837554,6,153.91667445417556,3,0,0,0.174043782619579,0.039435609286485665,0.4121531212649128,0.27185327275276894,1,1,0,1,0,1,2567.4148663020505,2439.3317709588005,0.9982792731803489,0.9613211288549866,0.9886019950849915,1.0,0,0,0,0.05850419180362895,18,8,0.7988277953665863,0.2503521664286803,0.3307127511211534,0.02167051328376002,0,0.04332952860890268,0.27698073332760054,0,0,0,0,0,212.5011708229837,0,0,0,0,0
U0005331,2026-01-01,Android,L2,0.035238299308961066,0.12111876163085396,0.1082668056237294,0.23409616650564022,0.12111876163085396,0.32591724945590816,29.36021440345605,836.0951751132635,622.8053772239656,786.8332182068417,1,128.85143957684107,1,1262.0757061032673,169.4265651391198,1,808.9891127810004,2,2,298.00325565588315,0,324.3684575786166,243.24758001891954,0.21532716364623686,909.8092372768506,1,1,0.20090994463352685,0,0,0,3,0.2382523715578453,0,1,4,1,2,0,0,80.1439755964037,0,1,0,0,0,0,1,0.06392949755161295,0.2456248325781016,0,0.03829708096044742,0.001570659105472771,9,162.1359606962071,0,2,1,0.0034024233900629163,0.02380917418375251,0.28679902203112895,0.2142166152277859,1,1,0,1,0,1,1936.311525431895,4800.340632050983,0.22604879655366883,0.9451776864582196,0.8989420011752328,0.9497678519238003,0,0,0,0.17858457936504565,32,1,0.8063551681348319,0.24020437525351873,0.0981755274817443,0.03598011501395906,0,0.2386459432769002,0.23881527001020275,0,1,0,0,0,273.982210040813,0,0,0,0,0
