transaction_id,event_time,user_id,event_type,source_entity,destination_entity,asset,amount_usdt,new_beneficiary_flag,high_risk_address_flag,sanctioned_address_flag,mixer_exposure,gambling_exposure,counterparty_country_risk,minutes_since_kyc,label_suspicious,fraud_confirmed,aml_suspicion_confirmed,case_disposition,sar_str_filed,label_observed_at,source_system,schema_version
TX-000013722,2026-01-05 02:43:00,U0006413,CHAIN_DEPOSIT,wallet::003322,user::U0006413,TRY,1158.49643056,0,0,0,0.04562723253384532,0.03418365266522472,0.19741335940611082,5923.0,0,0,0,cleared,0,2026-02-04 02:43:00,synthetic_event_hub,transaction_event.v1
TX-000011253,2026-01-05 03:16:00,U0005674,INTERNAL_TRANSFER,user::U0005674,user::U0009653,BTC,676.86726695,0,0,0,0.0,0.0,0.08462335019954664,3076.0,0,0,0,cleared,0,2026-02-04 03:16:00,synthetic_event_hub,transaction_event.v1
TX-000002344,2026-01-05 03:20:00,U0008207,CHAIN_WITHDRAW,user::U0008207,wallet::002344,USDT,592.08741831,0,0,0,0.0610987766440503,0.0032675813903710357,0.1091423803298985,3080.0,0,0,0,cleared,0,2026-02-04 03:20:00,synthetic_event_hub,transaction_event.v1
TX-000015098,2026-01-05 07:47:00,U0006730,SPOT_TRADE,user::U0006730,user::U0006730,USDT,427.6844798,0,0,0,0.0,0.0,0.1824401038830575,3347.0,0,0,0,cleared,0,2026-02-04 07:47:00,synthetic_event_hub,transaction_event.v1
TX-000009189,2026-01-05 10:40:00,U0001466,SPOT_TRADE,user::U0001466,user::U0001466,USDT,502.81035224,0,0,0,0.0,0.0,0.19138988402475793,6400.0,0,0,0,cleared,0,2026-02-04 10:40:00,synthetic_event_hub,transaction_event.v1
TX-000000395,2026-01-05 15:47:00,U0005331,FIAT_DEPOSIT,bank::00395,user::U0005331,USDT,277.67374482,0,0,0,0.0,0.0,0.15118502315685914,6707.0,0,0,0,cleared,0,2026-02-04 15:47:00,synthetic_event_hub,transaction_event.v1
TX-000014930,2026-01-06 04:03:00,U0003706,FIAT_DEPOSIT,bank::01330,user::U0003706,USDT,295.43102309,0,0,0,0.0,0.0,0.1096061398043496,1683.0,0,0,0,cleared,0,2026-02-05 04:03:00,synthetic_event_hub,transaction_event.v1
TX-000015714,2026-01-06 05:15:00,U0000348,CHAIN_WITHDRAW,user::U0000348,wallet::003514,USDT,156.97408093,1,0,0,0.04998996771684931,0.037554981336890406,0.049963571981356626,7515.0,0,0,0,cleared,0,2026-02-05 05:15:00,synthetic_event_hub,transaction_event.v1
TX-000008537,2026-01-06 07:07:00,U0000965,FIAT_WITHDRAW,user::U0000965,bank::00937,TRY,1237.46972834,1,0,0,0.0,0.0,0.026260213397235218,3307.0,0,0,0,cleared,0,2026-02-05 07:07:00,synthetic_event_hub,transaction_event.v1
TX-000012015,2026-01-06 08:15:00,U0001925,CONVERT,user::U0001925,user::U0001925,TRY,2145.25001044,0,0,0,0.0,0.0,0.25475540763151355,4815.0,0,0,0,cleared,0,2026-02-05 08:15:00,synthetic_event_hub,transaction_event.v1
TX-000006255,2026-01-06 08:46:00,U0007751,CHAIN_WITHDRAW,user::U0007751,wallet::000155,USDT,778.18288496,0,0,0,0.004080468596873337,0.019082118054961617,0.18618041361660945,7726.0,0,0,0,cleared,0,2026-02-05 08:46:00,synthetic_event_hub,transaction_event.v1
TX-000009320,2026-01-06 14:27:00,U0009263,CHAIN_WITHDRAW,user::U0009263,wallet::003220,USDT,377.62412321,1,0,0,0.08001107175894426,0.002007801894393843,0.2543895103308022,3747.0,0,0,0,cleared,0,2026-02-05 14:27:00,synthetic_event_hub,transaction_event.v1
TX-000005946,2026-01-06 17:17:00,U0009191,INTERNAL_TRANSFER,user::U0009191,user::U0007501,TRY,1594.33622689,0,0,0,0.0,0.0,0.2569038326162664,8237.0,0,0,0,cleared,0,2026-02-05 17:17:00,synthetic_event_hub,transaction_event.v1
TX-000005204,2026-01-06 17:25:00,U0003083,SPOT_TRADE,user::U0003083,user::U0003083,TRY,1016.74763427,0,0,0,0.0,0.0,0.04424414618412555,6805.0,0,0,0,cleared,0,2026-02-05 17:25:00,synthetic_event_hub,transaction_event.v1
TX-000007677,2026-01-06 18:20:00,U0006299,CONVERT,user::U0006299,user::U0006299,TRY,3015.29505651,0,0,0,0.0,0.0,0.08246122159789135,5420.0,0,0,0,cleared,0,2026-02-05 18:20:00,synthetic_event_hub,transaction_event.v1
TX-000017732,2026-01-06 22:54:00,U0003083,SPOT_TRADE,user::U0003083,user::U0003083,USDT,128.07534089,0,0,0,0.0,0.0,0.2312799334699469,7134.0,0,0,0,cleared,0,2026-02-05 22:54:00,synthetic_event_hub,transaction_event.v1
TX-000017122,2026-01-07 05:19:00,U0004493,CHAIN_WITHDRAW,user::U0004493,wallet::004922,TRY,3125.58711131,0,0,0,0.009718424903178594,0.037734906334611705,0.1922999014015874,6079.0,0,0,0,cleared,0,2026-02-06 05:19:00,synthetic_event_hub,transaction_event.v1
TX-000011368,2026-01-07 05:31:00,U0009656,SPOT_TRADE,user::U0009656,user::U0009656,USDT,1826.05501785,0,0,0,0.0,0.0,0.016168114165310995,3211.0,0,0,0,cleared,0,2026-02-06 05:31:00,synthetic_event_hub,transaction_event.v1
TX-000011347,2026-01-07 08:05:00,U0001233,SPOT_TRADE,user::U0001233,user::U0001233,BTC,8416.58839773,0,0,0,0.0,0.0,0.03201164195097974,3365.0,0,0,0,cleared,0,2026-02-06 08:05:00,synthetic_event_hub,transaction_event.v1
TX-000014112,2026-01-07 09:38:00,U0008319,CONVERT,user::U0008319,user::U0008319,BTC,14111.30900024,0,0,0,0.0,0.0,0.09901832092038022,2018.0,0,0,0,cleared,0,2026-02-06 09:38:00,synthetic_event_hub,transaction_event.v1
TX-000008222,2026-01-07 10:42:00,U0009503,FIAT_DEPOSIT,bank::01422,user::U0009503,TRY,1017.55500167,0,0,0,0.0,0.0,0.17827669372956645,7842.0,0,0,0,cleared,0,2026-02-06 10:42:00,synthetic_event_hub,transaction_event.v1
TX-000015225,2026-01-07 11:28:00,U0006191,CONVERT,user::U0006191,user::U0006191,USDT,224.3588231,0,0,0,0.0,0.0,0.20869277286456195,5008.0,0,0,0,cleared,0,2026-02-06 11:28:00,synthetic_event_hub,transaction_event.v1
TX-000017022,2026-01-07 16:08:00,U0003706,SPOT_TRADE,user::U0003706,user::U0003706,TRY,5799.16963395,0,0,0,0.0,0.0,0.2858047506622558,3848.0,0,0,0,cleared,0,2026-02-06 16:08:00,synthetic_event_hub,transaction_event.v1
TX-000007372,2026-01-07 17:10:00,U0007222,CHAIN_DEPOSIT,wallet::002172,user::U0007222,BTC,558.46504312,0,0,0,0.003453273846622021,0.20372679654257547,0.1408741210779614,6790.0,0,0,0,cleared,0,2026-02-06 17:10:00,synthetic_event_hub,transaction_event.v1
TX-000003507,2026-01-07 20:01:00,U0004148,INTERNAL_TRANSFER,user::U0004148,user::U0004003,TRY,8093.20306704,0,0,0,0.0,0.0,0.08115380258379486,5521.0,0,0,0,cleared,0,2026-02-06 20:01:00,synthetic_event_hub,transaction_event.v1
TX-000009650,2026-01-07 20:45:00,U0003073,INTERNAL_TRANSFER,user::U0003073,user::U0008306,USDT,323.49096504,0,0,0,0.0,0.0,0.019798263381338367,2685.0,0,0,0,cleared,0,2026-02-06 20:45:00,synthetic_event_hub,transaction_event.v1
TX-000013054,2026-01-07 22:26:00,U0002623,FIAT_DEPOSIT,bank::01154,user::U0002623,USDT,112.45684456,0,0,0,0.0,0.0,0.04637312069827865,7106.0,0,0,0,cleared,0,2026-02-06 22:26:00,synthetic_event_hub,transaction_event.v1
TX-000007267,2026-01-07 23:04:00,U0003288,SPOT_TRADE,user::U0003288,user::U0003288,TRY,145.13388454,0,0,0,0.0,0.0,0.2273052592506841,2824.0,0,0,0,cleared,0,2026-02-06 23:04:00,synthetic_event_hub,transaction_event.v1
TX-000009627,2026-01-07 23:57:00,U0009410,CHAIN_DEPOSIT,wallet::004427,user::U0009410,USDT,296.07127207,0,0,0,0.04486391248049136,0.008656016514448571,0.12579877425025981,2877.0,0,0,0,cleared,0,2026-02-06 23:57:00,synthetic_event_hub,transaction_event.v1
TX-000015268,2026-01-08 02:52:00,U0000550,SPOT_TRADE,user::U0000550,user::U0000550,USDT,699.55219238,0,0,0,0.0,0.0,0.19055138401960178,3052.0,0,0,0,cleared,0,2026-02-07 02:52:00,synthetic_event_hub,transaction_event.v1
TX-000008382,2026-01-08 04:15:00,U0009205,SPOT_TRADE,user::U0009205,user::U0009205,TRY,177.47558086,0,0,0,0.0,0.0,0.1981633239973914,6015.0,0,0,0,cleared,0,2026-02-07 04:15:00,synthetic_event_hub,transaction_event.v1
TX-000017110,2026-01-08 05:29:00,U0006040,SPOT_TRADE,user::U0006040,user::U0006040,BTC,2951.17006494,0,0,0,0.0,0.0,0.1259225174824651,10409.0,0,0,0,cleared,0,2026-02-07 05:29:00,synthetic_event_hub,transaction_event.v1
TX-000012354,2026-01-08 09:53:00,U0000928,CONVERT,user::U0000928,user::U0000928,TRY,3716.92547148,0,0,0,0.0,0.0,0.021105058345746615,2033.0,0,0,0,cleared,0,2026-02-07 09:53:00,synthetic_event_hub,transaction_event.v1
TX-000002945,2026-01-08 10:36:00,U0008692,CHAIN_WITHDRAW,user::U0008692,wallet::002945,BTC,77.03810291,0,0,0,0.08586715580479581,2.9723682712927678e-05,0.112719511070718,7836.0,0,0,0,cleared,0,2026-02-07 10:36:00,synthetic_event_hub,transaction_event.v1
TX-000004194,2026-01-08 11:39:00,U0007404,CONVERT,user::U0007404,user::U0007404,USDT,802.1465544,0,0,0,0.0,0.0,0.2723574691233739,9339.0,0,0,0,cleared,0,2026-02-07 11:39:00,synthetic_event_hub,transaction_event.v1
TX-000002335,2026-01-08 12:27:00,U0001773,FIAT_WITHDRAW,user::U0001773,bank::00435,TRY,4895.13502787,1,0,0,0.0,0.0,0.5210933216706547,2187.0,0,0,0,cleared,0,2026-02-07 12:27:00,synthetic_event_hub,transaction_event.v1
TX-000017811,2026-01-08 13:33:00,U0007271,FIAT_DEPOSIT,bank::00811,user::U0007271,TRY,508.33318275,0,0,0,0.0,0.0,0.16467121945228805,2253.0,0,0,0,cleared,0,2026-02-07 13:33:00,synthetic_event_hub,transaction_event.v1
TX-000010793,2026-01-08 16:20:00,U0004566,SPOT_TRADE,user::U0004566,user::U0004566,USDT,205.54561184,0,0,0,0.0,0.0,0.2562883712139743,2420.0,0,0,0,cleared,0,2026-02-07 16:20:00,synthetic_event_hub,transaction_event.v1
TX-000008843,2026-01-08 17:23:00,U0002130,CONVERT,user::U0002130,user::U0002130,USDT,588.64761805,0,0,0,0.0,0.0,0.24411935332387158,6803.0,0,0,0,cleared,0,2026-02-07 17:23:00,synthetic_event_hub,transaction_event.v1
TX-000012511,2026-01-08 17:45:00,U0006342,SPOT_TRADE,user::U0006342,user::U0006342,TRY,1202.11088912,0,0,0,0.0,0.0,0.41477932113584887,3945.0,0,0,0,cleared,0,2026-02-07 17:45:00,synthetic_event_hub,transaction_event.v1
TX-000004480,2026-01-08 20:51:00,U0005162,SPOT_TRADE,user::U0005162,user::U0005162,USDT,256.84291666,0,0,0,0.0,0.0,0.1677881743188201,8451.0,0,0,0,cleared,0,2026-02-07 20:51:00,synthetic_event_hub,transaction_event.v1
TX-000003887,2026-01-08 23:42:00,U0004664,INTERNAL_TRANSFER,user::U0004664,user::U0006642,BTC,631.0891117,0,0,0,0.0,0.0,0.08466290702884317,5742.0,0,0,0,cleared,0,2026-02-07 23:42:00,synthetic_event_hub,transaction_event.v1
TX-000008640,2026-01-09 02:06:00,U0002462,FIAT_WITHDRAW,user::U0002462,bank::01040,USDT,19419.15804674,1,0,0,0.0,0.0,0.07407766709744638,11646.0,0,0,0,cleared,0,2026-02-08 02:06:00,synthetic_event_hub,transaction_event.v1
TX-000012624,2026-01-09 10:35:00,U0006152,FIAT_WITHDRAW,user::U0006152,bank::01224,USDT,2950.94471214,0,0,0,0.0,0.0,0.2340676132036297,10715.0,0,0,0,cleared,0,2026-02-08 10:35:00,synthetic_event_hub,transaction_event.v1
TX-000007576,2026-01-09 12:32:00,U0002880,CHAIN_DEPOSIT,wallet::002376,user::U0002880,USDT,13058.87511763,0,0,0,0.1521931773371321,0.13817760239042418,0.023660397713198056,6512.0,0,0,0,cleared,0,2026-02-08 12:32:00,synthetic_event_hub,transaction_event.v1
TX-000016488,2026-01-09 13:56:00,U0000326,FIAT_DEPOSIT,bank::01188,user::U0000326,USDT,717.98378451,0,0,0,0.0,0.0,0.047719272741824525,6596.0,0,0,0,cleared,0,2026-02-08 13:56:00,synthetic_event_hub,transaction_event.v1
TX-000003316,2026-01-09 20:53:00,U0003591,CONVERT,user::U0003591,user::U0003591,BTC,162.90627853,0,0,0,0.0,0.0,0.1381059428745638,8453.0,0,0,0,cleared,0,2026-02-08 20:53:00,synthetic_event_hub,transaction_event.v1
TX-000004699,2026-01-09 23:37:00,U0007222,INTERNAL_TRANSFER,user::U0007222,user::U0005117,USDT,221.48827157,0,0,0,0.0,0.0,0.03720233229032657,10057.0,0,0,0,cleared,0,2026-02-08 23:37:00,synthetic_event_hub,transaction_event.v1
TX-000016336,2026-01-10 08:42:00,U0000216,FIAT_WITHDRAW,user::U0000216,bank::01136,USDT,7282.87192822,0,0,0,0.0,0.0,0.45711264428515436,7722.0,0,0,0,cleared,0,2026-02-09 08:42:00,synthetic_event_hub,transaction_event.v1
TX-000016745,2026-01-10 10:27:00,U0002257,FIAT_WITHDRAW,user::U0002257,bank::01545,USDT,581.40974837,0,0,0,0.0,0.0,0.19707985718748391,12147.0,0,0,0,cleared,0,2026-02-09 10:27:00,synthetic_event_hub,transaction_event.v1
TX-000013707,2026-01-10 11:47:00,U0007267,CHAIN_WITHDRAW,user::U0007267,wallet::001507,TRY,302.58744804,0,0,0,0.017076338591849087,0.03770167549339661,0.04118647750170745,3587.0,0,0,0,cleared,0,2026-02-09 11:47:00,synthetic_event_hub,transaction_event.v1
TX-000001017,2026-01-10 12:46:00,U0000003,SPOT_TRADE,user::U0000003,user::U0000003,USDT,502.87724631,0,0,0,0.0,0.0,0.08980273813464215,13726.0,0,0,0,cleared,0,2026-02-09 12:46:00,synthetic_event_hub,transaction_event.v1
TX-000014347,2026-01-10 17:48:00,U0003329,CHAIN_DEPOSIT,wallet::003947,user::U0003329,TRY,718.90300492,0,0,0,0.02587802968834684,0.010478039516928241,0.03276786290511329,8268.0,0,0,0,cleared,0,2026-02-09 17:48:00,synthetic_event_hub,transaction_event.v1
TX-000017217,2026-01-10 18:59:00,U0009656,INTERNAL_TRANSFER,user::U0009656,user::U0005413,TRY,605.71645727,0,0,0,0.0,0.0,0.04280153160253443,8339.0,0,0,0,cleared,0,2026-02-09 18:59:00,synthetic_event_hub,transaction_event.v1
TX-000008324,2026-01-10 19:03:00,U0009389,SPOT_TRADE,user::U0009389,user::U0009389,BTC,581.92357003,0,0,0,0.0,0.0,0.024932811233175305,4023.0,0,0,0,cleared,0,2026-02-09 19:03:00,synthetic_event_hub,transaction_event.v1
TX-000005740,2026-01-10 20:05:00,U0004999,FIAT_DEPOSIT,bank::00640,user::U0004999,USDT,413.13185188,0,0,0,0.0,0.0,0.09552646048010816,4085.0,0,0,0,cleared,0,2026-02-09 20:05:00,synthetic_event_hub,transaction_event.v1
TX-000011784,2026-01-10 22:53:00,U0001344,SPOT_TRADE,user::U0001344,user::U0001344,USDT,903.98307558,0,0,0,0.0,0.0,0.08217496932720152,2813.0,0,0,0,cleared,0,2026-02-09 22:53:00,synthetic_event_hub,transaction_event.v1
TX-000001481,2026-01-11 00:18:00,U0004820,SPOT_TRADE,user::U0004820,user::U0004820,USDT,895.20158313,0,0,0,0.0,0.0,0.014172426222647805,4338.0,0,0,0,cleared,0,2026-02-10 00:18:00,synthetic_event_hub,transaction_event.v1
TX-000016803,2026-01-11 00:53:00,U0009032,INTERNAL_TRANSFER,user::U0009032,user::U0005630,USDT,1432.21605453,0,0,0,0.0,0.0,0.13863922603311432,4373.0,0,0,0,cleared,0,2026-02-10 00:53:00,synthetic_event_hub,transaction_event.v1
TX-000008800,2026-01-11 01:23:00,U0002657,FIAT_DEPOSIT,bank::00300,user::U0002657,TRY,517.23239868,0,0,0,0.0,0.0,0.21807497253090777,11603.0,0,0,0,cleared,0,2026-02-10 01:23:00,synthetic_event_hub,transaction_event.v1
TX-000009099,2026-01-11 04:17:00,U0007969,CHAIN_WITHDRAW,user::U0007969,wallet::002999,TRY,41.21986173,1,0,0,0.024097170098330886,0.0671458256112163,0.08781370486972487,8897.0,0,0,0,cleared,0,2026-02-10 04:17:00,synthetic_event_hub,transaction_event.v1
TX-000013078,2026-01-11 04:53:00,U0006142,SPOT_TRADE,user::U0006142,user::U0006142,USDT,1344.5357991,0,0,0,0.0,0.0,0.16345458233960455,7493.0,0,0,0,cleared,0,2026-02-10 04:53:00,synthetic_event_hub,transaction_event.v1
TX-000016288,2026-01-11 07:50:00,U0007178,CHAIN_DEPOSIT,wallet::000688,user::U0007178,USDT,705.05775632,0,0,0,0.003002722172883039,0.02024210622200131,0.0998788290535032,6230.0,0,0,0,cleared,0,2026-02-10 07:50:00,synthetic_event_hub,transaction_event.v1
TX-000001372,2026-01-11 08:25:00,U0004390,FIAT_WITHDRAW,user::U0004390,bank::01372,USDT,79.27163707,0,0,0,0.0,0.0,0.008755045288726566,1945.0,0,0,0,cleared,0,2026-02-10 08:25:00,synthetic_event_hub,transaction_event.v1
TX-000003681,2026-01-11 09:53:00,U0000105,CHAIN_WITHDRAW,user::U0000105,wallet::003681,BTC,841.23478546,1,0,0,0.0031983048298138517,0.023811148623828774,0.038033075161351064,14993.0,0,0,0,cleared,0,2026-02-10 09:53:00,synthetic_event_hub,transaction_event.v1
TX-000008854,2026-01-11 11:10:00,U0006065,CHAIN_WITHDRAW,user::U0006065,wallet::002754,TRY,128.65314032,1,0,0,0.006016315069007643,0.014631244719078312,0.03982899959953901,13630.0,0,0,0,cleared,0,2026-02-10 11:10:00,synthetic_event_hub,transaction_event.v1
TX-000008632,2026-01-11 13:19:00,U0004899,FIAT_DEPOSIT,bank::00132,user::U0004899,TRY,1218.14545149,0,0,0,0.0,0.0,0.17675065775837356,5119.0,0,0,0,cleared,0,2026-02-10 13:19:00,synthetic_event_hub,transaction_event.v1
TX-000007425,2026-01-11 13:39:00,U0001068,CHAIN_DEPOSIT,wallet::002225,user::U0001068,TRY,1846.12932965,0,0,0,0.04551011356583011,0.17390643801369093,0.026968206970856105,9459.0,0,0,0,cleared,0,2026-02-10 13:39:00,synthetic_event_hub,transaction_event.v1
TX-000003993,2026-01-11 15:50:00,U0006567,CONVERT,user::U0006567,user::U0006567,TRY,153.19709571,0,0,0,0.0,0.0,0.19679902309507963,11030.0,0,0,0,cleared,0,2026-02-10 15:50:00,synthetic_event_hub,transaction_event.v1
TX-000007792,2026-01-11 16:32:00,U0009511,SPOT_TRADE,user::U0009511,user::U0009511,TRY,1905.8976892,0,0,0,0.0,0.0,0.6244237916483318,2432.0,0,0,0,cleared,0,2026-02-10 16:32:00,synthetic_event_hub,transaction_event.v1
TX-000004795,2026-01-11 20:49:00,U0004112,SPOT_TRADE,user::U0004112,user::U0004112,TRY,2557.63381386,0,0,0,0.0,0.0,0.20241708559144833,9889.0,0,0,0,cleared,0,2026-02-10 20:49:00,synthetic_event_hub,transaction_event.v1
TX-000000649,2026-01-11 20:54:00,U0000550,FIAT_DEPOSIT,bank::00649,user::U0000550,BTC,992.1024138,0,0,0,0.0,0.0,0.2966196024556891,8454.0,0,0,0,cleared,0,2026-02-10 20:54:00,synthetic_event_hub,transaction_event.v1
TX-000013205,2026-01-11 21:01:00,U0006919,SPOT_TRADE,user::U0006919,user::U0006919,USDT,1195.52190045,0,0,0,0.0,0.0,0.1323697060627245,8461.0,0,0,0,cleared,0,2026-02-10 21:01:00,synthetic_event_hub,transaction_event.v1
TX-000016594,2026-01-11 21:12:00,U0008663,CHAIN_WITHDRAW,user::U0008663,wallet::004394,TRY,897.20367871,0,0,0,0.01781023275411755,0.017033214041641483,0.10799007759797648,2712.0,0,0,0,cleared,0,2026-02-10 21:12:00,synthetic_event_hub,transaction_event.v1
TX-000003489,2026-01-11 23:35:00,U0003051,CONVERT,user::U0003051,user::U0003051,USDT,2769.20195107,0,0,0,0.0,0.0,0.1753118350065091,4295.0,0,0,0,cleared,0,2026-02-10 23:35:00,synthetic_event_hub,transaction_event.v1
TX-000004123,2026-01-12 00:57:00,U0006673,FIAT_WITHDRAW,user::U0006673,bank::00323,USDT,1217.2619052,1,0,0,0.0,0.0,0.049072557978024074,7257.0,0,0,0,cleared,0,2026-02-11 00:57:00,synthetic_event_hub,transaction_event.v1
TX-000000310,2026-01-12 01:47:00,U0002130,INTERNAL_TRANSFER,user::U0002130,user::U0004364,USDT,3689.20469421,0,0,0,0.0,0.0,0.2670145054546879,11627.0,0,0,0,cleared,0,2026-02-11 01:47:00,synthetic_event_hub,transaction_event.v1
TX-000012675,2026-01-12 03:17:00,U0007744,FIAT_WITHDRAW,user::U0007744,bank::01275,USDT,1260.80934865,0,0,0,0.0,0.0,0.03758772460456397,4517.0,0,0,0,cleared,0,2026-02-11 03:17:00,synthetic_event_hub,transaction_event.v1
TX-000004252,2026-01-12 05:06:00,U0005760,SPOT_TRADE,user::U0005760,user::U0005760,TRY,1659.06689849,0,0,0,0.0,0.0,0.22191771226779616,1746.0,0,0,0,cleared,0,2026-02-11 05:06:00,synthetic_event_hub,transaction_event.v1
TX-000016142,2026-01-12 06:52:00,U0006567,SPOT_TRADE,user::U0006567,user::U0006567,USDT,971.25145595,0,0,0,0.0,0.0,0.1349355852484255,11932.0,0,0,0,cleared,0,2026-02-11 06:52:00,synthetic_event_hub,transaction_event.v1
TX-000000750,2026-01-12 07:30:00,U0007254,SPOT_TRADE,user::U0007254,user::U0007254,USDT,1625.75106445,0,0,0,0.0,0.0,0.139948709547331,10530.0,0,0,0,cleared,0,2026-02-11 07:30:00,synthetic_event_hub,transaction_event.v1
TX-000006373,2026-01-12 09:18:00,U0003083,CHAIN_WITHDRAW,user::U0003083,wallet::000273,USDT,528.6363687,1,0,0,0.0018704221639725398,0.0010058274152642003,0.3283502828212463,14958.0,0,0,0,cleared,0,2026-02-11 09:18:00,synthetic_event_hub,transaction_event.v1
TX-000012464,2026-01-12 09:51:00,U0003126,CHAIN_WITHDRAW,user::U0003126,wallet::000264,USDT,18392.75980339,0,0,0,0.0033220806507731427,0.01810435291718221,0.3144941521333273,6351.0,0,0,0,cleared,0,2026-02-11 09:51:00,synthetic_event_hub,transaction_event.v1
TX-000008719,2026-01-12 13:17:00,U0004955,FIAT_DEPOSIT,bank::00219,user::U0004955,BTC,387.8729152,0,0,0,0.0,0.0,0.13396813418902806,3677.0,0,0,0,cleared,0,2026-02-11 13:17:00,synthetic_event_hub,transaction_event.v1
TX-000008088,2026-01-12 14:03:00,U0001263,FIAT_WITHDRAW,user::U0001263,bank::00488,TRY,155.76931857,1,0,0,0.0,0.0,0.08319984436207731,9483.0,0,0,0,cleared,0,2026-02-11 14:03:00,synthetic_event_hub,transaction_event.v1
TX-000007785,2026-01-12 15:52:00,U0004526,SPOT_TRADE,user::U0004526,user::U0004526,USDT,202.00347722,0,0,0,0.0,0.0,0.03586516342926887,2392.0,0,0,0,cleared,0,2026-02-11 15:52:00,synthetic_event_hub,transaction_event.v1
TX-000002246,2026-01-12 17:27:00,U0007494,CHAIN_WITHDRAW,user::U0007494,wallet::002246,TRY,7650.82563909,0,0,0,0.019950311052615088,0.002564691853070022,0.023772586798354464,8247.0,0,0,0,cleared,0,2026-02-11 17:27:00,synthetic_event_hub,transaction_event.v1
TX-000011095,2026-01-12 18:07:00,U0003136,FIAT_WITHDRAW,user::U0003136,bank::01595,TRY,2563.71621533,1,0,0,0.0,0.0,0.22664406036378107,11167.0,0,0,0,cleared,0,2026-02-11 18:07:00,synthetic_event_hub,transaction_event.v1
TX-000016223,2026-01-12 19:45:00,U0008670,CONVERT,user::U0008670,user::U0008670,USDT,259.06269313,0,0,0,0.0,0.0,0.176218548296183,2625.0,0,0,0,cleared,0,2026-02-11 19:45:00,synthetic_event_hub,transaction_event.v1
TX-000005462,2026-01-12 22:49:00,U0001666,CHAIN_WITHDRAW,user::U0001666,wallet::005462,USDT,16143.50049896,0,0,0,0.06084056528647522,0.057330313299438954,0.3325385879202092,15769.0,0,0,0,cleared,0,2026-02-11 22:49:00,synthetic_event_hub,transaction_event.v1
