user_id,onboarding_score,dynamic_t1_score,combined_score,automatic_tier,final_tier,risk_source,recommended_actions,str_details_visible
U0000018,0.445901,0.506681,0.481154,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001378,0.391209,0.545401,0.48064,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006805,0.388436,0.546521,0.480125,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000476,0.508508,0.45883,0.479695,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003501,0.192666,0.687106,0.479442,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003551,0.491618,0.470381,0.4793,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003678,0.351343,0.569547,0.477901,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003529,0.470824,0.477787,0.474862,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007630,0.486255,0.466577,0.474842,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004867,0.627682,0.358962,0.471824,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006718,0.479998,0.464598,0.471066,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005147,0.400747,0.519692,0.469735,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004006,0.49736,0.449724,0.469731,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001166,0.381628,0.53323,0.469557,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001430,0.541589,0.41726,0.469478,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001559,0.383015,0.531378,0.469065,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002320,0.284315,0.602101,0.468631,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002541,0.472064,0.465407,0.468203,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005618,0.466314,0.467845,0.467202,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001274,0.482727,0.454448,0.466325,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002153,0.494613,0.445736,0.466264,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009577,0.422925,0.496802,0.465773,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002785,0.365079,0.538623,0.465734,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004769,0.464671,0.465095,0.464917,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002597,0.55888,0.394954,0.463803,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003355,0.415815,0.498074,0.463525,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000511,0.495389,0.439333,0.462877,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007794,0.467713,0.459286,0.462826,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006597,0.374554,0.525969,0.462374,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006134,0.437246,0.480146,0.462128,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005712,0.359953,0.535476,0.461756,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002711,0.553467,0.394879,0.461486,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007539,0.446167,0.472384,0.461373,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000684,0.169038,0.672463,0.461024,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002368,0.604869,0.354628,0.459729,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002074,0.474135,0.449178,0.45966,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009346,0.458518,0.460255,0.459526,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004895,0.511725,0.420805,0.458991,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005706,0.441779,0.470056,0.45818,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007431,0.46216,0.455183,0.458113,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006974,0.339022,0.543667,0.457717,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008596,0.389052,0.506406,0.457117,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004720,0.364019,0.524442,0.457064,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000617,0.317351,0.558208,0.457048,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008402,0.367083,0.522126,0.457008,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003734,0.444562,0.464676,0.456228,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009766,0.471103,0.440942,0.45361,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005803,0.468479,0.442442,0.453377,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008454,0.374084,0.509722,0.452754,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001494,0.240824,0.605841,0.452534,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002546,0.419892,0.474854,0.45177,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003782,0.543659,0.385117,0.451705,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005276,0.40664,0.483582,0.451266,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002333,0.475756,0.431736,0.450225,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004258,0.352784,0.520683,0.450165,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001977,0.497969,0.414942,0.449814,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000277,0.223426,0.612955,0.449353,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008947,0.426469,0.465841,0.449304,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006219,0.259772,0.583628,0.447609,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006846,0.511933,0.39908,0.446478,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003891,0.499101,0.408181,0.446367,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005323,0.421977,0.463647,0.446145,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008981,0.54322,0.375242,0.445792,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002488,0.386675,0.487113,0.444929,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005642,0.380777,0.489635,0.443915,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002559,0.432395,0.452147,0.443851,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008352,0.484559,0.413931,0.443595,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006708,0.495479,0.406017,0.443591,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006871,0.489039,0.410666,0.443583,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003687,0.434928,0.448774,0.442958,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003685,0.440591,0.444604,0.442919,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003879,0.375754,0.491418,0.442839,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009432,0.484678,0.411773,0.442393,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003647,0.482604,0.412798,0.442117,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007397,0.265379,0.569351,0.441683,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002993,0.292002,0.54993,0.4416,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007702,0.254305,0.577026,0.441483,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004746,0.563668,0.34936,0.43937,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003847,0.36337,0.494308,0.439314,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008974,0.485265,0.405712,0.439124,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004461,0.535023,0.369608,0.439082,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003547,0.407704,0.459787,0.437912,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006558,0.409297,0.457006,0.436968,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004887,0.393429,0.467764,0.436543,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009936,0.492004,0.396376,0.43654,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005946,0.167515,0.631021,0.436349,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008397,0.178692,0.622462,0.436079,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003390,0.474941,0.405415,0.434616,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005715,0.43583,0.433569,0.434519,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008108,0.21725,0.591826,0.434504,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004248,0.441589,0.429231,0.434422,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003047,0.351714,0.493601,0.434008,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000279,0.235781,0.576408,0.433345,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001413,0.253094,0.563323,0.433027,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002081,0.460293,0.412824,0.432761,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006405,0.402898,0.454243,0.432678,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000137,0.438938,0.427665,0.4324,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006533,0.380026,0.470046,0.432238,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007492,0.432312,0.431181,0.431656,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005447,0.451153,0.416203,0.430882,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001918,0.421674,0.437172,0.430663,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002554,0.530676,0.357345,0.430144,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002054,0.384359,0.463169,0.430068,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004306,0.498,0.379244,0.429121,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006369,0.356236,0.479677,0.427832,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007298,0.546791,0.341474,0.427707,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002564,0.466989,0.399095,0.427611,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000052,0.433205,0.423267,0.427441,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001367,0.439198,0.417979,0.426891,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000795,0.311226,0.51037,0.42673,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009434,0.507552,0.366938,0.425996,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006156,0.201789,0.58829,0.42596,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004986,0.451762,0.407156,0.42589,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005181,0.476258,0.389017,0.425658,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002400,0.446715,0.410203,0.425538,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001267,0.355224,0.474859,0.424612,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009316,0.443211,0.410495,0.424236,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004816,0.437282,0.414049,0.423807,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000298,0.409316,0.433702,0.423459,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000023,0.493549,0.372562,0.423377,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003383,0.486449,0.377074,0.423012,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000522,0.270738,0.533074,0.422893,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009399,0.424866,0.420797,0.422506,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003435,0.153888,0.616918,0.422445,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005782,0.465271,0.390919,0.422147,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007227,0.427895,0.417543,0.421891,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000674,0.515625,0.35368,0.421697,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003552,0.329363,0.48828,0.421535,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006191,0.213726,0.571314,0.421127,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004253,0.503757,0.361001,0.420959,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009538,0.373314,0.45525,0.420837,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002656,0.473467,0.38248,0.420695,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009970,0.426035,0.415732,0.420059,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009422,0.404203,0.430181,0.41927,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000172,0.433199,0.409151,0.419251,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006185,0.19635,0.579747,0.418721,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006878,0.494132,0.363928,0.418614,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009317,0.430363,0.409751,0.418408,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005741,0.463407,0.385526,0.418236,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002201,0.350379,0.467143,0.418102,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007440,0.429022,0.409233,0.417545,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000274,0.247419,0.54054,0.417429,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006777,0.496942,0.359676,0.417328,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007802,0.37807,0.445084,0.416938,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003834,0.362326,0.455864,0.416578,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009098,0.383175,0.440531,0.416441,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004134,0.45217,0.38956,0.415856,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008802,0.232687,0.548425,0.415815,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001525,0.409793,0.418609,0.414907,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008826,0.394436,0.428413,0.414143,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006313,0.179316,0.584125,0.414105,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002562,0.427555,0.402964,0.413292,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000295,0.348043,0.460186,0.413086,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003011,0.22556,0.548417,0.412817,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001275,0.433429,0.397211,0.412423,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000891,0.533035,0.324132,0.411871,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001055,0.479584,0.361753,0.411242,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002517,0.454768,0.379593,0.411166,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003592,0.261028,0.519048,0.410679,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000703,0.404731,0.414737,0.410535,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000128,0.439426,0.388807,0.410067,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000949,0.404071,0.413886,0.409764,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001590,0.466683,0.36793,0.409406,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005344,0.164374,0.586603,0.409267,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006365,0.339482,0.459513,0.4091,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007169,0.236829,0.533841,0.409096,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009364,0.134139,0.608142,0.409061,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008528,0.486667,0.351314,0.408162,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008673,0.292651,0.49088,0.407624,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008891,0.476729,0.357554,0.407607,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000638,0.417109,0.400089,0.407237,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006316,0.242252,0.526006,0.406829,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001023,0.329634,0.462563,0.406733,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005509,0.496502,0.341121,0.406381,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001370,0.274252,0.501787,0.406222,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008242,0.463161,0.364787,0.406104,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006455,0.439297,0.381619,0.405844,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004465,0.137182,0.600354,0.405822,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003300,0.330039,0.460598,0.405763,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009666,0.205486,0.55077,0.405751,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004359,0.158785,0.584482,0.40569,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001648,0.429016,0.388379,0.405447,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002279,0.125465,0.606692,0.404577,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003926,0.361732,0.435457,0.404493,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000527,0.171461,0.572622,0.404134,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001699,0.288735,0.48749,0.404013,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003786,0.530768,0.312169,0.40398,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0006209,0.502063,0.332396,0.403656,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0009601,0.295037,0.481865,0.403397,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007595,0.461378,0.361387,0.403383,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0007908,0.12907,0.601456,0.403054,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0002470,0.254436,0.509809,0.402552,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004666,0.317244,0.464274,0.402521,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005352,0.200058,0.549099,0.402502,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001719,0.495383,0.334992,0.402356,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0003520,0.440794,0.374065,0.402091,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0008726,0.42299,0.386705,0.401944,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000125,0.422881,0.386084,0.401539,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0005011,0.580727,0.271487,0.401368,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000584,0.489307,0.337524,0.401273,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0001536,0.38082,0.414583,0.400402,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0004619,0.139377,0.589168,0.400255,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000580,0.2683,0.495552,0.400106,L3.1,L3.1,automatic_t1,RFI|MANUAL_REVIEW,False
U0000493,0.520403,0.312347,0.399731,L2,L2,automatic_t1,MONITOR,False
U0009431,0.222972,0.527586,0.399648,L2,L2,automatic_t1,MONITOR,False
U0005349,0.251702,0.506586,0.399535,L2,L2,automatic_t1,MONITOR,False
U0000531,0.466415,0.351002,0.399475,L2,L2,automatic_t1,MONITOR,False
U0008393,0.476606,0.343301,0.399289,L2,L2,automatic_t1,MONITOR,False
